,City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,Average Household Size,State Code,CO,NO2,O3,SO2,PM2.5,PM10
1982,The Villages,Florida,70.5,,,72590,4034.0,,FL,,,,,,
1983,Syracuse,New York,30.3,69462.0,74690.0,144152,17733.0,2.39,NY,233.65,2.01,103.0,22.41,58.42,202.62
1984,Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,2.45,MI,290.39,9.85,33.98,1.25,3.28,3.67
1985,Elgin,Illinois,35.7,54852.0,56224.0,111076,30167.0,2.969999999999999,IL,,,,,,
1986,Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,2.969999999999999,AZ,,,,,,
1987,Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,7645.0,2.64,MN,236.99,4.28,68.67,0.68,3.72,4.46
1988,Denton,Texas,28.7,62478.0,68569.0,131047,18451.0,2.66,TX,240.33,9.0,42.56,0.38,2.45,3.3
1989,Iowa City,Iowa,25.5,37089.0,37138.0,74227,9202.0,2.36,IA,270.37,9.68,38.27,0.07,2.79,3.41
1990,Arlington Heights,Illinois,45.9,37627.0,39369.0,76996,14630.0,2.38,IL,,,,,,
1991,Newport News,Virginia,32.8,88385.0,94000.0,182385,12589.0,2.46,VA,,,,,,
1992,Thousand Oaks,California,44.8,65113.0,64216.0,129329,25330.0,2.79,CA,,,,,,
1993,San Bernardino,California,28.5,108671.0,107466.0,216137,55135.0,3.55,CA,400.54,7.71,300.41,10.97,62.44,68.51
1994,Inglewood,California,34.9,52995.0,58661.0,111656,34171.0,3.12,CA,320.44,16.79,150.2,4.17,16.64,21.05
1995,Cedar Park,Texas,34.4,31248.0,33589.0,64837,5207.0,3.05,TX,196.93,1.48,72.24,0.28,2.75,5.19
1996,Temecula,California,34.2,54407.0,57619.0,112026,18884.0,3.34,CA,300.41,3.6,191.69,4.83,26.64,29.94
1997,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,3210.0,2.5,GA,,,,,,
1998,Pleasanton,California,41.3,36662.0,42857.0,79519,23208.0,2.87,CA,,,,,,
1999,Arden-Arcade,California,41.5,47596.0,48680.0,96276,13458.0,2.18,CA,273.71,5.74,161.65,2.41,21.49,24.93
2000,Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,7443.0,2.55,WI,,,,,,
2001,Roanoke,Virginia,36.9,47252.0,52645.0,99897,7346.0,2.35,VA,,,,,,
2002,Des Moines,Iowa,34.5,103726.0,106591.0,210317,23857.0,2.41,IA,,,,,,
2003,Spokane,Washington,36.6,102756.0,110511.0,213267,13253.0,2.34,WA,297.07,9.34,57.22,1.12,10.09,15.87
2004,Eagan,Minnesota,36.8,31587.0,34701.0,66288,8642.0,2.49,MN,343.8,30.5,40.77,3.37,5.89,7.35
2005,South Bend,Indiana,32.4,50483.0,53274.0,103757,8779.0,2.719999999999999,IN,210.29,2.23,65.09,0.75,1.21,1.4
2006,Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,3.04,TX,,,,,,
2007,Hollywood,Florida,41.4,75358.0,74363.0,149721,55158.0,2.65,FL,247.0,6.34,107.29,2.15,6.33,7.35
2008,Dale City,Virginia,33.4,35984.0,35415.0,71399,22306.0,3.65,VA,,,,,,
2009,Concord,North Carolina,35.7,42732.0,44961.0,87693,8847.0,2.719999999999999,NC,250.34,8.91,50.78,1.55,3.08,3.59
2010,Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,2.45,IN,,,,,,
2011,Newport News,Virginia,32.8,88385.0,94000.0,182385,12589.0,2.46,VA,,,,,,
2012,Gastonia,North Carolina,36.9,35527.0,39023.0,74550,5715.0,2.67,NC,,,,,,
2013,Alameda,California,41.4,37747.0,40867.0,78614,18841.0,2.52,CA,,,,,,
2014,Boston,Massachusetts,31.8,322149.0,347320.0,669469,190123.0,2.38,MA,,,,,,
2015,Tallahassee,Florida,26.2,89390.0,100504.0,189894,16720.0,2.38,FL,,,,,,
2016,Mission Viejo,California,44.9,48849.0,48314.0,97163,17308.0,2.85,CA,,,,,,
2017,Albany,New York,32.8,47627.0,50825.0,98452,11948.0,2.08,NY,283.72,14.91,44.7,1.24,4.04,4.5
2018,Westland,Michigan,39.9,37742.0,44253.0,81995,6429.0,2.41,MI,263.69,5.1,39.34,0.4,3.18,3.31
2019,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,5404.0,2.32,IA,223.64,2.1,71.53,0.14,2.41,2.65
2020,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,3210.0,2.5,GA,,,,,,
2021,Carmel,Indiana,39.9,42928.0,46101.0,89029,9645.0,2.71,IN,,,,,,
2022,Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,2.69,OR,,,,,,
2023,Sacramento,California,33.7,237724.0,252991.0,490715,112579.0,2.73,CA,,,,,,
2024,Denver,Colorado,34.1,341137.0,341408.0,682545,113222.0,2.33,CO,,,,,,
2025,Indio,California,35.9,43803.0,43723.0,87526,22538.0,3.08,CA,226.97,1.39,127.32,0.82,8.99,11.52
2026,Alafaya,Florida,33.5,39504.0,45760.0,85264,15842.0,2.94,FL,,,,,,
2027,Kent,Washington,33.4,61825.0,65137.0,126962,38175.0,3.06,WA,,,,,,
2028,Bismarck,North Dakota,38.0,34675.0,35565.0,70240,2064.0,2.11,ND,216.96,2.79,72.96,3.7,1.04,1.33
2029,Mesquite,Texas,34.6,69240.0,75884.0,145124,26755.0,2.96,TX,520.71,45.93,23.25,1.59,6.37,10.18
2030,Troy,Michigan,43.3,42371.0,40905.0,83276,21004.0,2.59,MI,283.72,14.91,44.7,1.24,4.04,4.5
2031,Thornton,Colorado,33.1,65482.0,67977.0,133459,17949.0,2.969999999999999,CO,,,,,,
2032,Palatine,Illinois,38.0,36506.0,32763.0,69269,21760.0,2.69,IL,,,,,,
2033,Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,8827.0,2.719999999999999,CO,,,,,,
2034,Miami Gardens,Florida,34.9,50719.0,62480.0,113199,33394.0,3.75,FL,,,,,,
2035,San Antonio,Texas,33.1,721405.0,748419.0,1469824,208046.0,2.93,TX,,,,,,
2036,Albany,Georgia,33.3,31695.0,39414.0,71109,861.0,2.38,GA,283.72,14.91,44.7,1.24,4.04,4.5
2037,Plymouth,Minnesota,38.4,39035.0,36893.0,75928,8830.0,2.46,MN,,,,,,
2038,Palmdale,California,32.6,76361.0,81989.0,158350,41974.0,3.54,CA,,,,,,
2039,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,20717.0,2.17,MI,,,,,,
2040,Pueblo,Colorado,37.6,55635.0,53784.0,109419,3578.0,2.44,CO,,,,,,
2041,Visalia,California,32.6,63695.0,66399.0,130094,20779.0,3.11,CA,297.07,8.23,118.73,0.95,20.31,25.48
2042,Sunrise,Florida,37.7,41471.0,51235.0,92706,38209.0,2.98,FL,,,,,,
2043,Pasadena,California,37.6,67712.0,74534.0,142246,40779.0,2.63,CA,347.14,22.28,170.23,8.94,24.68,29.08
2044,Jackson,Tennessee,35.3,30007.0,36973.0,66980,2097.0,2.52,TN,230.31,4.46,90.84,1.59,4.41,5.73
2045,Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,3755.0,2.58,MO,,,,,,
2046,Melbourne,Florida,43.4,39180.0,40956.0,80136,9685.0,2.37,FL,,,,,,
2047,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,56530.0,3.25,NV,270.37,21.94,124.45,6.5,12.13,29.27
2048,Oxnard,California,31.0,101906.0,105346.0,207252,78678.0,4.08,CA,,,,,,
2049,Oakland,California,35.7,203827.0,215451.0,419278,113896.0,2.56,CA,247.0,5.01,88.69,2.09,5.07,10.53
2050,Clarksville,Tennessee,29.7,75029.0,74161.0,149190,8211.0,2.64,TN,223.64,3.13,83.69,0.53,1.94,2.12
2051,Elgin,Illinois,35.7,54852.0,56224.0,111076,30167.0,2.969999999999999,IL,,,,,,
2052,Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,3.04,TX,,,,,,
2053,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,2.29,SC,,,,,,
2054,Kendall,Florida,40.2,36658.0,39808.0,76466,31180.0,2.81,FL,,,,,,
2055,Anaheim,California,33.6,179603.0,171135.0,350738,137133.0,3.45,CA,600.82,52.09,300.41,32.42,69.68,79.93
2056,Fremont,California,38.3,114383.0,117808.0,232191,109427.0,3.12,CA,263.69,10.37,108.72,3.46,10.16,15.43
2057,Pomona,California,32.1,74945.0,78307.0,153252,53879.0,3.63,CA,,,,,,
2058,Bloomington,Illinois,35.1,37972.0,40323.0,78295,7287.0,2.34,IL,216.96,2.14,71.53,0.73,1.15,1.28
2059,Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,2.55,MN,347.14,22.96,28.61,0.69,8.88,10.31
2060,Ogden,Utah,31.3,44323.0,41127.0,85450,12791.0,2.68,UT,,,,,,
2061,Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,12863.0,2.5,NC,267.03,9.08,47.92,1.07,4.29,8.32
2062,League City,Texas,35.9,49354.0,48996.0,98350,8361.0,2.719999999999999,TX,,,,,,
2063,Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,4.13,CA,487.33,29.13,317.57,18.36,63.91,72.23
2064,Laredo,Texas,28.8,124305.0,131484.0,255789,68427.0,3.66,TX,580.79,22.62,50.07,1.31,11.15,13.85
2066,Bloomington,Illinois,35.1,37972.0,40323.0,78295,7287.0,2.34,IL,216.96,2.14,71.53,0.73,1.15,1.28
2067,High Point,North Carolina,35.5,51751.0,58077.0,109828,16315.0,2.65,NC,277.04,7.45,47.21,0.69,5.81,6.13
2068,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,9813.0,2.37,WI,,,,,,
2069,Pompano Beach,Florida,42.5,56569.0,51202.0,107771,32733.0,2.55,FL,226.97,5.23,87.26,0.51,6.88,9.94
2070,Dearborn,Michigan,33.5,46482.0,48698.0,95180,23920.0,3.04,MI,,,,,,
2071,Syracuse,New York,30.3,69462.0,74690.0,144152,17733.0,2.39,NY,233.65,2.01,103.0,22.41,58.42,202.62
2072,San Buenaventura,California,37.7,53932.0,55785.0,109717,18025.0,2.68,CA,,,,,,
2073,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,127609.0,2.79,NV,,,,,,
2074,Victoria,Texas,35.8,32290.0,35291.0,67581,4480.0,2.7,TX,,,,,,
2075,Carolina,Puerto Rico,42.0,64758.0,77308.0,142066,,,PR,,,,,,
2076,Avondale,Arizona,29.1,38712.0,41971.0,80683,8355.0,3.18,AZ,206.95,1.33,128.75,1.04,7.81,15.6
2077,German,Maryland,34.9,41115.0,43007.0,84122,27877.0,2.95,MD,196.93,0.67,85.83,6.32,16.55,48.86
2078,San Bernardino,California,28.5,108671.0,107466.0,216137,55135.0,3.55,CA,400.54,7.71,300.41,10.97,62.44,68.51
2079,Broomfield,Colorado,36.8,31755.0,33310.0,65065,5316.0,2.53,CO,,,,,,
2080,Orlando,Florida,33.1,130940.0,139977.0,270917,50558.0,2.42,FL,,,,,,
2081,Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,23642.0,2.46,FL,236.99,8.65,75.82,0.52,6.0,9.71
2082,Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,13708.0,2.66,MI,273.71,6.26,39.7,0.49,2.69,3.06
2083,Lewisville,Texas,31.6,52776.0,52032.0,104808,24865.0,2.78,TX,236.99,5.66,78.68,0.63,3.43,4.89
2084,Savannah,Georgia,30.3,69389.0,76295.0,145684,10355.0,2.5700000000000003,GA,220.3,1.93,67.95,0.37,3.35,3.59
2085,Roseville,California,38.4,62591.0,67691.0,130282,18161.0,2.719999999999999,CA,,,,,,
2086,Champaign,Illinois,28.7,43326.0,42760.0,86086,12261.0,2.25,IL,,,,,,
2087,Pittsburg,California,34.5,33309.0,36118.0,69427,21043.0,3.15,CA,327.11,23.31,10.55,6.26,7.03,7.52
2088,Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3222.0,2.44,AR,240.33,4.11,53.64,0.29,3.69,3.99
2089,Palatine,Illinois,38.0,36506.0,32763.0,69269,21760.0,2.69,IL,,,,,,
2090,Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,62210.0,2.94,FL,216.96,2.14,91.55,0.28,4.44,7.01
2091,Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,11888.0,2.58,NM,213.62,0.9,108.72,0.95,11.54,34.61
2092,Long Beach,California,34.6,238159.0,236013.0,474172,127764.0,2.78,CA,277.04,12.0,128.75,6.97,12.89,17.18
2093,Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,205339.0,2.61,PA,,,,,,
2094,Tyler,Texas,33.9,50422.0,53283.0,103705,8225.0,2.59,TX,,,,,,
2095,Hayward,California,34.3,78152.0,80148.0,158300,60970.0,3.32,CA,,,,,,
2096,Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,2.15,MT,223.64,4.71,45.78,0.08,5.47,9.5
2097,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,34003.0,2.91,FL,223.64,2.7,92.98,0.2,4.78,7.13
2098,Gary,Indiana,38.1,35876.0,41478.0,77354,1884.0,2.35,IN,267.03,18.68,60.8,3.87,2.95,4.61
2099,San Buenaventura,California,37.7,53932.0,55785.0,109717,18025.0,2.68,CA,,,,,,
2100,Scottsdale,Arizona,46.9,115712.0,121132.0,236844,27207.0,2.17,AZ,,,,,,
2101,San Marcos,California,35.4,45246.0,47688.0,92934,21558.0,3.13,CA,223.64,4.16,70.81,0.3,2.5,4.82
2102,Portland,Oregon,36.7,313516.0,318671.0,632187,86041.0,2.43,OR,270.37,7.88,44.35,2.71,4.33,5.52
2103,Santa Monica,California,40.6,46732.0,46487.0,93219,24448.0,2.0,CA,,,,,,
2104,Homestead,Florida,31.4,31401.0,35099.0,66500,24408.0,3.48,FL,,,,,,
2105,Kissimmee,Florida,36.7,33283.0,35869.0,69152,16879.0,3.01,FL,205.28,1.27,95.84,0.23,2.96,4.43
2106,Beaverton,Oregon,35.6,47325.0,49252.0,96577,18933.0,2.46,OR,243.66,5.1,60.8,1.74,4.22,5.07
2107,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,5404.0,2.32,IA,223.64,2.1,71.53,0.14,2.41,2.65
2108,Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,2.15,MT,223.64,4.71,45.78,0.08,5.47,9.5
2109,East Orange,New Jersey,35.5,29995.0,34967.0,64962,15164.0,2.85,NJ,,,,,,
2110,North Richland Hills,Texas,39.9,35257.0,33948.0,69205,7854.0,2.64,TX,247.0,10.28,46.49,0.26,2.43,4.12
2111,Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,2.42,OH,,,,,,
2112,Evanston,Illinois,36.8,34146.0,41377.0,75523,15003.0,2.29,IL,267.03,15.42,62.23,1.03,2.69,3.75
2113,Johns Creek,Georgia,39.0,40282.0,43057.0,83339,29000.0,3.19,GA,230.31,1.89,66.52,0.79,2.78,3.27
2114,Huntsville,Alabama,38.1,91764.0,97350.0,189114,12691.0,2.18,AL,220.3,2.34,75.1,0.54,2.16,2.44
2115,Hammond,Indiana,36.0,38923.0,38687.0,77610,9224.0,2.61,IN,,,,,,
2116,Union City,New Jersey,35.4,35376.0,33773.0,69149,40553.0,2.85,NJ,253.68,8.48,98.71,1.64,7.9,13.26
2117,Walnut Creek,California,47.6,31994.0,36912.0,68906,13624.0,2.22,CA,247.0,8.05,97.28,4.89,7.28,11.73
2118,Menifee,California,37.1,42866.0,44297.0,87163,12481.0,3.06,CA,323.77,5.83,211.72,5.36,35.42,39.15
2119,Corona,California,37.1,79749.0,84493.0,164242,42131.0,2.969999999999999,CA,460.63,15.08,323.3,19.31,61.2,67.82
2120,Anchorage,Alaska,32.2,152945.0,145750.0,298695,33258.0,2.77,AK,260.35,0.16,60.8,0.02,0.5,1.09
2121,Grand Prairie,Texas,33.1,90811.0,96944.0,187755,44888.0,3.18,TX,494.0,56.21,25.75,1.42,5.78,8.84
2122,Deltona,Florida,39.9,44853.0,43621.0,88474,7098.0,2.89,FL,,,,,,
2123,O'Fallon,Missouri,36.0,41762.0,43270.0,85032,3269.0,2.77,MO,260.35,7.63,57.22,0.24,2.12,2.63
2124,Union City,New Jersey,35.4,35376.0,33773.0,69149,40553.0,2.85,NJ,253.68,8.48,98.71,1.64,7.9,13.26
2125,Mount Vernon,New York,38.5,31876.0,36745.0,68621,23777.0,2.85,NY,216.96,1.71,81.54,0.47,1.49,1.59
2126,Orem,Utah,26.1,48695.0,45762.0,94457,12808.0,3.26,UT,,,,,,
2127,Rochester,New York,31.4,100135.0,109673.0,209808,17735.0,2.36,NY,347.14,22.96,28.61,0.69,8.88,10.31
2128,Beaumont,Texas,31.6,57326.0,60784.0,118110,10516.0,2.47,TX,247.0,2.91,125.89,1.24,10.08,11.89
2129,Tustin,California,33.4,39511.0,41052.0,80563,25034.0,3.27,CA,,,,,,
2130,Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,3.02,FL,,,,,,
2131,Pasadena,Texas,31.5,78827.0,74959.0,153786,38072.0,2.95,TX,347.14,22.28,170.23,8.94,24.68,29.08
2132,Federal Way,Washington,36.4,49151.0,46037.0,95188,18565.0,2.68,WA,,,,,,
2133,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,6313.0,2.28,AR,267.03,9.08,47.92,1.07,4.29,8.32
2134,Silver Spring,Maryland,33.8,40601.0,41862.0,82463,30908.0,2.6,MD,,,,,,
2135,Jersey City,New Jersey,34.3,131765.0,132512.0,264277,109186.0,2.5700000000000003,NJ,340.46,44.55,39.7,8.23,5.13,6.89
2136,Perris,California,26.9,41623.0,33336.0,74959,23277.0,4.78,CA,,,,,,
2137,Flower Mound,Texas,40.2,35200.0,35824.0,71024,6860.0,3.01,TX,,,,,,
2138,Oxnard,California,31.0,101906.0,105346.0,207252,78678.0,4.08,CA,,,,,,
2139,Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,2.69,OR,,,,,,
2140,Laguna Niguel,California,45.8,30193.0,35619.0,65812,12571.0,2.58,CA,267.03,7.54,133.04,3.55,12.63,18.77
2141,Hampton,Virginia,35.5,66214.0,70240.0,136454,6204.0,2.48,VA,353.81,25.36,76.53,1.82,6.56,8.12
2142,Erie,Pennsylvania,35.3,48618.0,50852.0,99470,6275.0,2.31,PA,270.37,7.45,49.35,2.83,6.07,6.28
2143,Atascocita,Texas,32.8,37424.0,40816.0,78240,8657.0,3.03,TX,343.8,28.45,94.41,3.07,9.09,11.78
2144,Renton,Washington,36.3,52779.0,47468.0,100247,28962.0,2.5700000000000003,WA,,,,,,
2145,Irving,Texas,32.3,117189.0,119428.0,236617,86756.0,2.78,TX,,,,,,
2146,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,13966.0,2.73,VA,257.02,8.05,45.42,0.62,6.79,8.44
2147,McAllen,Texas,32.3,68332.0,71921.0,140253,37691.0,3.19,TX,226.97,1.34,88.69,0.52,7.93,9.62
2148,San Angelo,Texas,32.8,49669.0,50744.0,100413,7859.0,2.5,TX,,,,,,
2149,Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,12268.0,2.52,LA,247.0,5.57,100.14,3.28,6.2,7.34
2150,Stockton,California,32.5,150976.0,154674.0,305650,79583.0,3.16,CA,,,,,,
2151,San Ramon,California,39.1,39221.0,36911.0,76132,29691.0,3.09,CA,,,,,,
2152,Shreveport,Louisiana,35.2,93138.0,103856.0,196994,5658.0,2.53,LA,236.99,5.74,94.41,1.24,5.73,8.59
2153,North Charleston,South Carolina,30.7,56549.0,55315.0,111864,8789.0,2.8200000000000003,SC,,,,,,
2154,Albany,New York,32.8,47627.0,50825.0,98452,11948.0,2.08,NY,283.72,14.91,44.7,1.24,4.04,4.5
2155,Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,44475.0,2.86,CT,,,,,,
2156,Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,3.04,TX,,,,,,
2157,Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,2.42,OH,,,,,,
2158,Portland,Maine,40.3,31480.0,35392.0,66872,9229.0,2.13,ME,270.37,7.88,44.35,2.71,4.33,5.52
2159,Bellflower,California,33.4,38936.0,39498.0,78434,24607.0,3.58,CA,,,,,,
2160,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,2.3,MN,216.96,2.14,71.53,0.73,1.15,1.28
2161,Longmont,Colorado,36.8,43941.0,48280.0,92221,10424.0,2.63,CO,240.33,5.44,104.43,1.71,5.96,6.67
2162,Mountain View,California,33.5,42493.0,37945.0,80438,31857.0,2.46,CA,,,,,,
2163,Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,2.48,WA,253.68,3.6,61.51,0.79,2.99,3.91
2164,Killeen,Texas,29.2,69442.0,71367.0,140809,15769.0,2.719999999999999,TX,223.64,2.51,90.12,0.66,4.54,8.91
2165,Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,2.42,OH,,,,,,
2166,Broomfield,Colorado,36.8,31755.0,33310.0,65065,5316.0,2.53,CO,,,,,,
2167,Los Angeles,California,35.0,1958998.0,2012898.0,3971896,1485425.0,2.86,CA,,,,,,
2168,Metairie,Louisiana,41.6,69515.0,76943.0,146458,19871.0,2.39,LA,260.35,10.03,158.79,7.99,10.41,11.85
2169,Boca Raton,Florida,47.3,44760.0,48466.0,93226,21117.0,2.22,FL,236.99,8.65,75.82,0.52,6.0,9.71
2170,Quincy,Massachusetts,41.0,44129.0,49500.0,93629,32935.0,2.39,MA,323.77,26.39,40.41,3.43,4.47,7.63
2171,Union City,California,38.5,38599.0,35911.0,74510,32752.0,3.46,CA,253.68,8.48,98.71,1.64,7.9,13.26
2172,Lakeland,Florida,38.1,47840.0,56570.0,104410,11592.0,2.56,FL,,,,,,
2173,Antioch,California,34.0,54733.0,55809.0,110542,24942.0,3.31,CA,220.3,2.83,94.41,0.6,1.92,2.13
2174,Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,4701.0,2.53,SC,226.97,4.07,74.39,0.41,4.51,7.61
2175,Des Moines,Iowa,34.5,103726.0,106591.0,210317,23857.0,2.41,IA,,,,,,
2176,Jurupa Valley,California,33.8,49430.0,50884.0,100314,25338.0,3.87,CA,520.71,13.02,363.35,19.07,79.52,87.14
2177,Daly City,California,39.7,53817.0,52757.0,106574,56640.0,3.26,CA,230.31,1.39,87.98,1.01,5.32,12.63
2178,Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,2.48,WA,253.68,3.6,61.51,0.79,2.99,3.91
2179,Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,58321.0,2.51,WI,287.06,19.71,38.98,0.41,2.1,2.94
2180,Asheville,North Carolina,37.9,42100.0,46407.0,88507,6630.0,2.18,NC,230.31,2.61,55.79,0.92,2.04,2.18
2181,West Palm Beach,Florida,39.6,49262.0,57520.0,106782,30675.0,2.53,FL,,,,,,
2182,Bayonne,New Jersey,39.7,32705.0,33598.0,66303,21899.0,2.62,NJ,,,,,,
2183,New Haven,Connecticut,29.9,63765.0,66545.0,130310,25871.0,2.48,CT,247.0,7.54,61.51,0.85,2.41,3.11
2184,Coral Springs,Florida,37.2,63316.0,66186.0,129502,38552.0,3.17,FL,208.62,0.64,92.98,0.18,5.57,8.65
2185,Atlanta,Georgia,33.8,223960.0,239915.0,463875,32016.0,2.15,GA,250.34,7.63,77.96,4.83,5.13,5.78
2186,Redlands,California,36.2,33993.0,37035.0,71028,8681.0,2.8200000000000003,CA,397.21,9.85,263.21,9.54,56.02,63.19
2187,Toms River,New Jersey,43.7,43864.0,43886.0,87750,6852.0,2.71,NJ,223.64,4.63,89.41,0.61,1.68,2.14
2188,Palmdale,California,32.6,76361.0,81989.0,158350,41974.0,3.54,CA,,,,,,
2189,Youngs,Ohio,37.5,30758.0,33851.0,64609,1058.0,2.22,OH,,,,,,
2190,Frederick,Maryland,36.1,33146.0,36336.0,69482,14211.0,2.48,MD,297.07,11.48,25.39,0.6,6.32,6.94
2191,Fargo,North Dakota,30.7,60560.0,58690.0,119250,9428.0,2.18,ND,223.64,1.78,70.1,0.51,2.38,3.19
2192,Cedar Park,Texas,34.4,31248.0,33589.0,64837,5207.0,3.05,TX,196.93,1.48,72.24,0.28,2.75,5.19
2193,Fort Collins,Colorado,29.6,80893.0,80288.0,161181,9704.0,2.45,CO,,,,,,
2194,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,1815.0,2.54,VA,230.31,14.22,20.92,5.54,2.42,2.89
2195,Fremont,California,38.3,114383.0,117808.0,232191,109427.0,3.12,CA,263.69,10.37,108.72,3.46,10.16,15.43
2196,Bloomington,Illinois,35.1,37972.0,40323.0,78295,7287.0,2.34,IL,216.96,2.14,71.53,0.73,1.15,1.28
2197,Woodbury,Minnesota,37.7,31982.0,35868.0,67850,9477.0,2.719999999999999,MN,,,,,,
2198,Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,2.68,AZ,236.99,5.31,153.07,3.22,11.23,19.55
2199,Camden,New Jersey,27.9,36437.0,39694.0,76131,11317.0,3.0,NJ,,,,,,
2200,Saint Louis,Missouri,35.0,153026.0,162659.0,315685,21802.0,2.16,MO,313.76,20.05,36.84,0.53,3.37,4.76
2201,Gresham,Oregon,36.7,53866.0,56716.0,110582,17860.0,2.67,OR,,,,,,
2202,Lorain,Ohio,35.6,30844.0,32807.0,63651,1531.0,2.52,OH,277.04,12.0,39.7,4.65,4.54,4.8
2203,Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,2.55,MN,347.14,22.96,28.61,0.69,8.88,10.31
2204,German,Maryland,34.9,41115.0,43007.0,84122,27877.0,2.95,MD,196.93,0.67,85.83,6.32,16.55,48.86
2205,Daly City,California,39.7,53817.0,52757.0,106574,56640.0,3.26,CA,230.31,1.39,87.98,1.01,5.32,12.63
2206,South San Francisco,California,39.4,34177.0,33094.0,67271,27528.0,3.33,CA,230.31,1.39,88.69,1.06,4.88,10.79
2207,Manchester,New Hampshire,37.3,54845.0,55378.0,110223,14506.0,2.4,NH,,,,,,
2208,Longview,Texas,36.8,40065.0,41525.0,81590,8782.0,2.55,TX,236.99,3.43,127.32,6.38,9.18,12.41
2209,Richardson,Texas,35.5,54676.0,56151.0,110827,29579.0,2.83,TX,,,,,,
2210,Boulder,Colorado,29.0,56342.0,51000.0,107342,12993.0,2.24,CO,173.57,0.98,89.41,0.57,1.91,2.25
2211,Yonkers,New York,38.0,96580.0,104538.0,201118,61247.0,2.8,NY,373.84,50.04,30.4,6.97,5.55,8.57
2212,Fremont,California,38.3,114383.0,117808.0,232191,109427.0,3.12,CA,263.69,10.37,108.72,3.46,10.16,15.43
2213,Pharr,Texas,26.9,35242.0,41293.0,76535,25532.0,3.67,TX,,,,,,
2214,Redding,California,38.8,42530.0,49049.0,91579,5181.0,2.42,CA,206.95,1.74,111.58,0.25,4.74,7.01
2215,Sunnyvale,California,35.7,79480.0,72280.0,151760,71441.0,2.74,CA,226.97,2.79,101.57,1.27,7.67,12.28
2216,Fontana,California,29.5,100644.0,106828.0,207472,61448.0,4.15,CA,357.15,7.54,234.6,8.46,47.19,52.27
2217,Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,47582.0,2.38,FL,257.02,13.71,80.11,1.57,4.04,6.78
2218,Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,2.45,IN,,,,,,
2219,Coral Springs,Florida,37.2,63316.0,66186.0,129502,38552.0,3.17,FL,208.62,0.64,92.98,0.18,5.57,8.65
2220,Lancaster,California,30.9,80668.0,80445.0,161113,17247.0,3.25,CA,,,,,,
